date,flag,geartype,effort
2012-11-18,NZL,drifting_longlines,23.9897
2012-11-18,NZL,set_longlines,3.7119
2012-11-18,PRT,drifting_longlines,163.2497
2012-11-18,REU,drifting_longlines,23.5844
2012-11-18,RUS,set_longlines,71.0173
2012-11-18,SHN,set_longlines,23.5677
2012-11-18,TWN,drifting_longlines,513.2852
2012-11-18,UKR,set_longlines,47.9413
2012-11-18,VUT,drifting_longlines,23.1616
2012-11-18,ZAF,drifting_longlines,23.8787
2012-11-18,ZAF,set_longlines,23.7605
2012-11-19,ARG,set_longlines,51.2164
2012-11-19,AUS,drifting_longlines,28.1336
2012-11-19,BLZ,drifting_longlines,23.7809
2012-11-19,CHL,set_longlines,216.1863
2012-11-19,CHN,drifting_longlines,587.4608
2012-11-19,ESP,drifting_longlines,1288.6998
2012-11-19,FJI,drifting_longlines,98.6193
2012-11-19,FRA,drifting_longlines,192.4189
2012-11-19,FRA,set_longlines,97.5355
2012-11-19,GBR,drifting_longlines,25.6738
2012-11-19,JPN,drifting_longlines,1317.5537
2012-11-19,KIR,drifting_longlines,75.4216
2012-11-19,KOR,drifting_longlines,1805.5982
2012-11-19,KOR,set_longlines,180.417
2012-11-19,MYS,drifting_longlines,76.4736
2012-11-19,NCL,drifting_longlines,48.7842
2012-11-19,NOR,set_longlines,23.8694
2012-11-19,NZL,drifting_longlines,24.1783
2012-11-19,NZL,set_longlines,22.7481
2012-11-19,PRT,drifting_longlines,171.045
2012-11-19,REU,drifting_longlines,23.8573
2012-11-19,RUS,set_longlines,71.3919
2012-11-19,SHN,set_longlines,23.7079
2012-11-19,TWN,drifting_longlines,428.698
2012-11-19,UKR,set_longlines,41.5218
2012-11-19,VUT,drifting_longlines,24.7545
2012-11-19,ZAF,drifting_longlines,23.5206
2012-11-19,ZAF,set_longlines,23.6103
2012-11-20,ARG,set_longlines,45.6172
2012-11-20,AUS,drifting_longlines,20.5432
2012-11-20,BLZ,drifting_longlines,23.7658
2012-11-20,CHL,set_longlines,262.3358
2012-11-20,CHN,drifting_longlines,578.6483
2012-11-20,ESP,drifting_longlines,1297.9282
2012-11-20,FJI,drifting_longlines,90.3122
2012-11-20,FRA,drifting_longlines,218.9874
2012-11-20,FRA,set_longlines,96.692
2012-11-20,GBR,drifting_longlines,22.0001
2012-11-20,GBR,set_longlines,13.6372
2012-11-20,JPN,drifting_longlines,1289.5558
2012-11-20,KIR,drifting_longlines,72.1347
2012-11-20,KOR,drifting_longlines,1905.3677
2012-11-20,KOR,set_longlines,174.4376
2012-11-20,MYS,drifting_longlines,62.7662
2012-11-20,NCL,drifting_longlines,64.9565
2012-11-20,NOR,set_longlines,23.3769
2012-11-20,NZL,drifting_longlines,23.9252
2012-11-20,NZL,set_longlines,25.0049
2012-11-20,PRT,drifting_longlines,167.3121
2012-11-20,REU,drifting_longlines,21.9853
2012-11-20,RUS,set_longlines,72.9332
2012-11-20,SHN,set_longlines,26.6386
2012-11-20,TWN,drifting_longlines,503.2628
2012-11-20,UKR,set_longlines,54.3828
2012-11-20,VUT,drifting_longlines,24.2603
2012-11-20,ZAF,drifting_longlines,23.9865
2012-11-20,ZAF,set_longlines,24.595
2012-11-21,ARG,set_longlines,46.5381
2012-11-21,AUS,drifting_longlines,23.4163
2012-11-21,BLZ,drifting_longlines,23.7477
2012-11-21,CHL,set_longlines,240.7017
2012-11-21,CHN,drifting_longlines,514.0023
2012-11-21,ESP,drifting_longlines,1381.7501
2012-11-21,FJI,drifting_longlines,101.8311
2012-11-21,FRA,drifting_longlines,193.0812
2012-11-21,FRA,set_longlines,95.2455
2012-11-21,GBR,drifting_longlines,23.7404
2012-11-21,GBR,set_longlines,23.6106
2012-11-21,JPN,drifting_longlines,1354.7256
2012-11-21,KIR,drifting_longlines,71.3512
2012-11-21,KOR,drifting_longlines,2019.4981
2012-11-21,KOR,set_longlines,180.6452
2012-11-21,MYS,drifting_longlines,76.7636
2012-11-21,NCL,drifting_longlines,74.9251
2012-11-21,NOR,set_longlines,23.166
2012-11-21,NZL,drifting_longlines,23.3994
2012-11-21,NZL,set_longlines,23.5996
2012-11-21,PRT,drifting_longlines,169.8037
2012-11-21,REU,drifting_longlines,23.7314
2012-11-21,RUS,set_longlines,71.946
2012-11-21,SHN,set_longlines,23.5547
2012-11-21,TWN,drifting_longlines,482.4624
2012-11-21,UKR,set_longlines,47.3072
2012-11-21,VUT,drifting_longlines,23.8057
2012-11-21,ZAF,drifting_longlines,23.1795
2012-11-21,ZAF,set_longlines,22.9944
2012-11-22,ARG,set_longlines,53.304
2012-11-22,AUS,drifting_longlines,0
2012-11-22,BLZ,drifting_longlines,23.9286
2012-11-22,CHL,set_longlines,256.0617
2012-11-22,CHN,drifting_longlines,491.5557
2012-11-22,ESP,drifting_longlines,1334.2086
2012-11-22,FJI,drifting_longlines,104.8489
2012-11-22,FRA,drifting_longlines,208.6413
2012-11-22,FRA,set_longlines,94.992
2012-11-22,GBR,drifting_longlines,23.8418
2012-11-22,GBR,set_longlines,23.6093
2012-11-22,JPN,drifting_longlines,1331.245
2012-11-22,KIR,drifting_longlines,71.2102
2012-11-22,KOR,drifting_longlines,1936.8024
2012-11-22,KOR,set_longlines,165.7226
2012-11-22,MYS,drifting_longlines,98.0607
2012-11-22,NCL,drifting_longlines,85.907
2012-11-22,NOR,set_longlines,24.7793
2012-11-22,NZL,drifting_longlines,23.6505
2012-11-22,NZL,set_longlines,3.6713
2012-11-22,PRT,drifting_longlines,166.1368
2012-11-22,REU,drifting_longlines,22.006
2012-11-22,RUS,set_longlines,70.8949
2012-11-22,SHN,set_longlines,25.1691
2012-11-22,TWN,drifting_longlines,470.5889
2012-11-22,UKR,set_longlines,48.7166
2012-11-22,VUT,drifting_longlines,23.8716
2012-11-22,ZAF,drifting_longlines,25.1663
2012-11-22,ZAF,set_longlines,23.7466
2012-11-23,ARG,set_longlines,47.9864
2012-11-23,AUS,drifting_longlines,10.1997
2012-11-23,BLZ,drifting_longlines,20.0263
2012-11-23,CHL,set_longlines,251.8162
2012-11-23,CHN,drifting_longlines,564.9565
2012-11-23,ESP,drifting_longlines,1359.1063
2012-11-23,FJI,drifting_longlines,97.6432
2012-11-23,FRA,drifting_longlines,190.8628
2012-11-23,FRA,set_longlines,95.2322
2012-11-23,GBR,drifting_longlines,23.6675
2012-11-23,GBR,set_longlines,23.7339
2012-11-23,JPN,drifting_longlines,1312.0803
2012-11-23,KIR,drifting_longlines,73.1152
2012-11-23,KOR,drifting_longlines,1982.1682
2012-11-23,KOR,set_longlines,170.2259
2012-11-23,MYS,drifting_longlines,85.8312
2012-11-23,NCL,drifting_longlines,66.8352
2012-11-23,NOR,set_longlines,24.8052
2012-11-23,NZL,drifting_longlines,25.019
2012-11-23,PRT,drifting_longlines,165.5197
2012-11-23,REU,drifting_longlines,25.5464
2012-11-23,RUS,set_longlines,73.5535
2012-11-23,SHN,set_longlines,25.2018
2012-11-23,TWN,drifting_longlines,504.8083
2012-11-23,UKR,set_longlines,48.0199
2012-11-23,VUT,drifting_longlines,23.8792
2012-11-23,ZAF,drifting_longlines,23.0206
2012-11-23,ZAF,set_longlines,24.3354
2012-11-24,ARG,set_longlines,43.8382
2012-11-24,AUS,drifting_longlines,39.175
2012-11-24,BLZ,drifting_longlines,24.6299
2012-11-24,CHL,set_longlines,230.7767
2012-11-24,CHN,drifting_longlines,578.6629
2012-11-24,ESP,drifting_longlines,1339.9819
2012-11-24,FJI,drifting_longlines,110.0923
2012-11-24,FRA,drifting_longlines,207.0413
2012-11-24,FRA,set_longlines,98.4022
2012-11-24,GBR,drifting_longlines,23.7838
2012-11-24,GBR,set_longlines,34.9483
2012-11-24,JPN,drifting_longlines,1326.849
2012-11-24,KIR,drifting_longlines,70.3446
2012-11-24,KOR,drifting_longlines,1932.9895
2012-11-24,KOR,set_longlines,166.1166
2012-11-24,MYS,drifting_longlines,95.2852
2012-11-24,NCL,drifting_longlines,41.0514
2012-11-24,NOR,set_longlines,23.1262
2012-11-24,NZL,drifting_longlines,23.6641
2012-11-24,PRT,drifting_longlines,171.8772
2012-11-24,REU,drifting_longlines,21.1812
2012-11-24,RUS,set_longlines,72.82
2012-11-24,SHN,set_longlines,23.5801
2012-11-24,TWN,drifting_longlines,420.229
2012-11-24,UKR,set_longlines,47.7475
2012-11-24,VUT,drifting_longlines,23.5884
2012-11-24,ZAF,drifting_longlines,24.1537
2012-11-24,ZAF,set_longlines,24.9731
2012-11-25,ARG,set_longlines,48.2541
2012-11-25,AUS,drifting_longlines,22.0053
2012-11-25,BLZ,drifting_longlines,26.5231
2012-11-25,CHL,set_longlines,243.8552
2012-11-25,CHN,drifting_longlines,582.4458
2012-11-25,ESP,drifting_longlines,1363.0999
2012-11-25,FJI,drifting_longlines,120.4669
2012-11-25,FRA,drifting_longlines,220.6194
2012-11-25,FRA,set_longlines,95.1778
2012-11-25,GBR,drifting_longlines,24.1999
2012-11-25,GBR,set_longlines,47.8127
2012-11-25,JPN,drifting_longlines,1329.4269
2012-11-25,KIR,drifting_longlines,72.9229
2012-11-25,KOR,drifting_longlines,1935.6714
2012-11-25,KOR,set_longlines,148.6704
2012-11-25,MYS,drifting_longlines,72.7078
2012-11-25,NCL,drifting_longlines,54.4715
2012-11-25,NOR,set_longlines,24.7599
2012-11-25,NZL,drifting_longlines,23.5561
2012-11-25,PRT,drifting_longlines,167.1159
2012-11-25,REU,drifting_longlines,25.1157
2012-11-25,RUS,set_longlines,71.5836
2012-11-25,SHN,set_longlines,25.1615
2012-11-25,TWN,drifting_longlines,380.1943
2012-11-25,UKR,set_longlines,48.2622
2012-11-25,VUT,drifting_longlines,23.8448
2012-11-25,ZAF,drifting_longlines,23.4124
2012-11-25,ZAF,set_longlines,22.223
2012-11-26,ARG,set_longlines,48.5541
2012-11-26,AUS,drifting_longlines,21.8799
2012-11-26,BLZ,drifting_longlines,22.2044
2012-11-26,CHL,set_longlines,235.0019
2012-11-26,CHN,drifting_longlines,580.9586
2012-11-26,ESP,drifting_longlines,1353.1025
2012-11-26,ESP,set_longlines,13.961
2012-11-26,FJI,drifting_longlines,118.6522
2012-11-26,FRA,drifting_longlines,222.9504
2012-11-26,FRA,set_longlines,95.0475
2012-11-26,GBR,drifting_longlines,23.5696
2012-11-26,GBR,set_longlines,46.8996
2012-11-26,JPN,drifting_longlines,1280.1507
2012-11-26,KIR,drifting_longlines,69.5768
2012-11-26,KOR,drifting_longlines,1981.9673
2012-11-26,KOR,set_longlines,155.1232
2012-11-26,MYS,drifting_longlines,94.5696
2012-11-26,NCL,drifting_longlines,23.1515
2012-11-26,NOR,set_longlines,23.1598
2012-11-26,NZL,drifting_longlines,23.6977
2012-11-26,PRT,drifting_longlines,140.0981
2012-11-26,REU,drifting_longlines,26.4803
2012-11-26,RUS,set_longlines,69.9831
2012-11-26,SHN,set_longlines,23.5676
2012-11-26,TWN,drifting_longlines,406.2811
2012-11-26,UKR,set_longlines,47.7274
2012-11-26,VUT,drifting_longlines,23.7785
2012-11-26,ZAF,drifting_longlines,25.3436
2012-11-26,ZAF,set_longlines,25.5296
2012-11-27,ARG,set_longlines,48.2735
2012-11-27,AUS,drifting_longlines,25.9613
2012-11-27,BLZ,drifting_longlines,27.2007
2012-11-27,CHL,set_longlines,237.9017
2012-11-27,CHN,drifting_longlines,566.2018
2012-11-27,ESP,drifting_longlines,1306.1095
2012-11-27,ESP,set_longlines,24.754
2012-11-27,FJI,drifting_longlines,108.8002
2012-11-27,FRA,drifting_longlines,253.5199
2012-11-27,FRA,set_longlines,97.048
2012-11-27,GBR,drifting_longlines,23.5953
2012-11-27,GBR,set_longlines,48.3895
2012-11-27,JPN,drifting_longlines,1323.528
2012-11-27,KIR,drifting_longlines,70.964
2012-11-27,KOR,drifting_longlines,1964.2493
2012-11-27,KOR,set_longlines,173.8182
2012-11-27,MYS,drifting_longlines,99.8962
2012-11-27,NCL,drifting_longlines,25.1204
2012-11-27,NOR,set_longlines,24.7605
2012-11-27,NZL,drifting_longlines,25.0663
2012-11-27,PRT,drifting_longlines,119.3556
2012-11-27,REU,drifting_longlines,24.2838
2012-11-27,RUS,set_longlines,73.8716
2012-11-27,SHN,set_longlines,23.5356
2012-11-27,TWN,drifting_longlines,418.6092
2012-11-27,UKR,set_longlines,48.1683
2012-11-27,VUT,drifting_longlines,23.7912
2012-11-27,ZAF,drifting_longlines,24.0785
2012-11-27,ZAF,set_longlines,23.1884
2012-11-28,ARG,set_longlines,45.1161
2012-11-28,AUS,drifting_longlines,34.1473
2012-11-28,BLZ,drifting_longlines,21.9546
2012-11-28,CHL,set_longlines,232.6906
2012-11-28,CHN,drifting_longlines,557.8321
2012-11-28,ESP,drifting_longlines,1358.5054
2012-11-28,ESP,set_longlines,23.9783
2012-11-28,FJI,drifting_longlines,134.6882
2012-11-28,FRA,drifting_longlines,240.7824
2012-11-28,FRA,set_longlines,95.5303
2012-11-28,GBR,drifting_longlines,25.1727
2012-11-28,GBR,set_longlines,48.1769
2012-11-28,JPN,drifting_longlines,1322.04
2012-11-28,KIR,drifting_longlines,76.6606
2012-11-28,KOR,drifting_longlines,2045.4045
2012-11-28,KOR,set_longlines,148.3302
2012-11-28,MYS,drifting_longlines,93.6088
2012-11-28,NCL,drifting_longlines,23.5912
2012-11-28,NOR,set_longlines,23.1604
2012-11-28,NZL,drifting_longlines,23.5216
2012-11-28,PRT,drifting_longlines,118.8994
2012-11-28,REU,drifting_longlines,23.7907
2012-11-28,RUS,set_longlines,72.3629
2012-11-28,SHN,set_longlines,25.1804
2012-11-28,TWN,drifting_longlines,424.0174
2012-11-28,UKR,set_longlines,47.9836
2012-11-28,VUT,drifting_longlines,23.7958
2012-11-28,ZAF,drifting_longlines,23.0294
2012-11-28,ZAF,set_longlines,23.6154
2012-11-29,ARG,set_longlines,53.5533
2012-11-29,AUS,drifting_longlines,13.1456
2012-11-29,BLZ,drifting_longlines,22.0714
2012-11-29,CHL,set_longlines,221.9451
2012-11-29,CHN,drifting_longlines,562.329
2012-11-29,ESP,drifting_longlines,1345.1294
2012-11-29,ESP,set_longlines,23.9262
2012-11-29,FJI,drifting_longlines,107.5828
2012-11-29,FRA,drifting_longlines,243.0142
2012-11-29,FRA,set_longlines,79.6602
2012-11-29,GBR,drifting_longlines,23.5801
2012-11-29,GBR,set_longlines,47.1398
2012-11-29,JPN,drifting_longlines,1358.4283
2012-11-29,KIR,drifting_longlines,71.3338
2012-11-29,KOR,drifting_longlines,2135.5635
2012-11-29,KOR,set_longlines,142.2812
2012-11-29,MYS,drifting_longlines,81.0378
2012-11-29,NCL,drifting_longlines,24.0176
2012-11-29,NOR,set_longlines,24.7155
2012-11-29,NZL,drifting_longlines,23.5872
2012-11-29,PRT,drifting_longlines,146.5064
2012-11-29,REU,drifting_longlines,23.7679
2012-11-29,RUS,set_longlines,71.4981
2012-11-29,SHN,set_longlines,23.5769
2012-11-29,TWN,drifting_longlines,421.5502
2012-11-29,UKR,set_longlines,44.0724
2012-11-29,VUT,drifting_longlines,25.5632
2012-11-29,ZAF,drifting_longlines,25.1515
2012-11-29,ZAF,set_longlines,23.5488
2012-11-30,ARG,set_longlines,49.642
2012-11-30,AUS,drifting_longlines,25.5296
2012-11-30,CHL,set_longlines,232.8716
2012-11-30,CHN,drifting_longlines,622.8667
2012-11-30,ESP,drifting_longlines,1323.5448
2012-11-30,ESP,set_longlines,23.2326
2012-11-30,FJI,drifting_longlines,123.2348
2012-11-30,FRA,drifting_longlines,234.7889
2012-11-30,FRA,set_longlines,85.1004
2012-11-30,GBR,drifting_longlines,23.5811
2012-11-30,GBR,set_longlines,46.3677
2012-11-30,JPN,drifting_longlines,1286.1986
2012-11-30,KIR,drifting_longlines,71.7957
2012-11-30,KOR,drifting_longlines,2017.4597
2012-11-30,KOR,set_longlines,140.9898
2012-11-30,MYS,drifting_longlines,121.5257
2012-11-30,NCL,drifting_longlines,35.0747
2012-11-30,NOR,set_longlines,23.1547
2012-11-30,NZL,drifting_longlines,23.615
2012-11-30,PRT,drifting_longlines,148.1807
2012-11-30,REU,drifting_longlines,21.2679
2012-11-30,RUS,set_longlines,70.315
2012-11-30,SHN,set_longlines,23.5882
2012-11-30,TWN,drifting_longlines,421.3528
2012-11-30,UKR,set_longlines,51.8315
2012-11-30,VUT,drifting_longlines,23.9603
2012-11-30,ZAF,drifting_longlines,22.0158
2012-11-30,ZAF,set_longlines,23.5961
2012-12-01,ARG,set_longlines,47.7633
2012-12-01,AUS,drifting_longlines,23.0642
2012-12-01,CHL,set_longlines,230.2085
2012-12-01,CHN,drifting_longlines,577.2434
2012-12-01,ESP,drifting_longlines,1319.8394
2012-12-01,ESP,set_longlines,24.7493
2012-12-01,FJI,drifting_longlines,93.7402
2012-12-01,FRA,drifting_longlines,219.7566
2012-12-01,FRA,set_longlines,100.5103
2012-12-01,GBR,drifting_longlines,23.5818
2012-12-01,GBR,set_longlines,48.3581
2012-12-01,JPN,drifting_longlines,1271.5192
2012-12-01,KIR,drifting_longlines,62.3106
2012-12-01,KOR,drifting_longlines,1957.0483
2012-12-01,KOR,set_longlines,144.4494
2012-12-01,MYS,drifting_longlines,116.8966
2012-12-01,NCL,drifting_longlines,38.8275
2012-12-01,NOR,set_longlines,24.7602
2012-12-01,NZL,drifting_longlines,24.7138
2012-12-01,PRT,drifting_longlines,149.2427
2012-12-01,REU,drifting_longlines,23.5287
2012-12-01,RUS,set_longlines,72.8875
2012-12-01,SHN,set_longlines,23.7442
2012-12-01,TWN,drifting_longlines,434.024
2012-12-01,UKR,set_longlines,47.6432
2012-12-01,VUT,drifting_longlines,23.6635
2012-12-01,ZAF,drifting_longlines,11.8475
2012-12-01,ZAF,set_longlines,25.1547
2012-12-02,ARG,set_longlines,48.7824
2012-12-02,AUS,drifting_longlines,23.7256
2012-12-02,CHL,set_longlines,229.7435
2012-12-02,CHN,drifting_longlines,655.1621
2012-12-02,ESP,drifting_longlines,1343.4795
2012-12-02,ESP,set_longlines,24.0561
2012-12-02,FJI,drifting_longlines,97.923
2012-12-02,FRA,drifting_longlines,218.2003
2012-12-02,FRA,set_longlines,98.897
2012-12-02,GBR,drifting_longlines,25.1636
2012-12-02,GBR,set_longlines,42.6827
2012-12-02,JPN,drifting_longlines,1306.6628
2012-12-02,KIR,drifting_longlines,47.4521
2012-12-02,KOR,drifting_longlines,1990.3101
2012-12-02,KOR,set_longlines,147.945
2012-12-02,MYS,drifting_longlines,120.2602
2012-12-02,NCL,drifting_longlines,58.6881
2012-12-02,NOR,set_longlines,23.1488
2012-12-02,NZL,drifting_longlines,24.0086
2012-12-02,PRT,drifting_longlines,144.4189
2012-12-02,REU,drifting_longlines,21.8353
2012-12-02,RUS,set_longlines,73.0453
2012-12-02,SHN,set_longlines,25.0586
2012-12-02,TWN,drifting_longlines,468.3147
2012-12-02,UKR,set_longlines,47.9502
2012-12-02,VUT,drifting_longlines,23.8816
2012-12-02,ZAF,drifting_longlines,36.8695
2012-12-02,ZAF,set_longlines,23.5859
2012-12-03,ARG,set_longlines,44.041
2012-12-03,AUS,drifting_longlines,20.996
2012-12-03,CHL,set_longlines,239.8359
2012-12-03,CHN,drifting_longlines,601.9352
2012-12-03,ESP,drifting_longlines,1276.4365
2012-12-03,ESP,set_longlines,23.5662
2012-12-03,FJI,drifting_longlines,82.6347
2012-12-03,FRA,drifting_longlines,215.1542
2012-12-03,FRA,set_longlines,122.1091
2012-12-03,GBR,drifting_longlines,23.5865
2012-12-03,GBR,set_longlines,50.7723
2012-12-03,JPN,drifting_longlines,1247.1777
2012-12-03,KIR,drifting_longlines,47.1425
2012-12-03,KOR,drifting_longlines,1882.7628
2012-12-03,KOR,set_longlines,152.4826
2012-12-03,MYS,drifting_longlines,121.864
2012-12-03,NCL,drifting_longlines,47.2154
2012-12-03,NOR,set_longlines,24.6664
2012-12-03,NZL,drifting_longlines,23.9563
2012-12-03,PRT,drifting_longlines,173.8013
2012-12-03,REU,drifting_longlines,18.3538
2012-12-03,RUS,set_longlines,71.0694
2012-12-03,SHN,set_longlines,23.8672
2012-12-03,TWN,drifting_longlines,456.927
2012-12-03,UKR,set_longlines,48.7049
2012-12-03,VUT,drifting_longlines,20.3023
2012-12-03,ZAF,drifting_longlines,25.1774
2012-12-03,ZAF,set_longlines,25.4832
2012-12-04,ARG,set_longlines,49.4753
2012-12-04,CHL,set_longlines,251.8152
2012-12-04,CHN,drifting_longlines,622.5359
2012-12-04,ESP,drifting_longlines,1234.5132
2012-12-04,ESP,set_longlines,23.5663
2012-12-04,FJI,drifting_longlines,84.6076
2012-12-04,FRA,drifting_longlines,202.9989
2012-12-04,FRA,set_longlines,117.0648
2012-12-04,GBR,drifting_longlines,23.6168
2012-12-04,GBR,set_longlines,40.5684
2012-12-04,JPN,drifting_longlines,1411.2819
2012-12-04,KIR,drifting_longlines,55.4553
2012-12-04,KOR,drifting_longlines,2284.7718
2012-12-04,KOR,set_longlines,164.6984
2012-12-04,MYS,drifting_longlines,102.1905
2012-12-04,NCL,drifting_longlines,38.8887
2012-12-04,NOR,set_longlines,23.2829
2012-12-04,NZL,drifting_longlines,24.4564
2012-12-04,PRT,drifting_longlines,188.6466
2012-12-04,RUS,set_longlines,70.443
2012-12-04,SHN,set_longlines,23.2536
2012-12-04,TWN,drifting_longlines,406.1007
2012-12-04,UKR,set_longlines,47.6211
2012-12-04,VUT,drifting_longlines,27.2671
2012-12-04,ZAF,drifting_longlines,10.6965
2012-12-04,ZAF,set_longlines,24.2189
2012-12-05,ARG,set_longlines,45.4885
2012-12-05,AUS,drifting_longlines,15.9666
2012-12-05,CHL,set_longlines,239.5854
2012-12-05,CHN,drifting_longlines,618.0326
2012-12-05,ESP,drifting_longlines,1309.0384
2012-12-05,ESP,set_longlines,25.2099
2012-12-05,FJI,drifting_longlines,107.8452
2012-12-05,FRA,drifting_longlines,228.8647
2012-12-05,FRA,set_longlines,122.014
2012-12-05,GBR,drifting_longlines,25.168
2012-12-05,GBR,set_longlines,54.5171
2012-12-05,JPN,drifting_longlines,1387.5962
2012-12-05,KIR,drifting_longlines,74.4377
2012-12-05,KOR,drifting_longlines,2114.1817
2012-12-05,KOR,set_longlines,176.4901
2012-12-05,MYS,drifting_longlines,135.4119
2012-12-05,NCL,drifting_longlines,85.4748
2012-12-05,NOR,set_longlines,25.1883
2012-12-05,NZL,drifting_longlines,2.541
2012-12-05,PRT,drifting_longlines,193.4516
2012-12-05,RUS,set_longlines,74.0107
2012-12-05,SHN,set_longlines,25.2401
2012-12-05,TWN,drifting_longlines,481.5232
2012-12-05,UKR,set_longlines,48.0457
2012-12-05,VUT,drifting_longlines,23.7967
2012-12-05,ZAF,drifting_longlines,36.5522
2012-12-05,ZAF,set_longlines,35.7423
2012-12-06,ARG,set_longlines,47.1677
2012-12-06,AUS,drifting_longlines,24.1914
2012-12-06,BLZ,drifting_longlines,15.5702
2012-12-06,CHL,set_longlines,238.9648
2012-12-06,CHN,drifting_longlines,531.3721
2012-12-06,ESP,drifting_longlines,1264.0384
2012-12-06,ESP,set_longlines,8.0277
2012-12-06,FJI,drifting_longlines,77.3622
2012-12-06,FRA,drifting_longlines,220.5108
2012-12-06,FRA,set_longlines,121.9816
2012-12-06,GBR,drifting_longlines,23.5659
2012-12-06,GBR,set_longlines,49.9886
2012-12-06,JPN,drifting_longlines,1326.5465
2012-12-06,KIR,drifting_longlines,70.6736
2012-12-06,KOR,drifting_longlines,2140.9011
2012-12-06,KOR,set_longlines,165.0223
2012-12-06,MYS,drifting_longlines,104.6692
2012-12-06,NCL,drifting_longlines,19.3998
2012-12-06,NOR,set_longlines,23.5713
2012-12-06,NZL,drifting_longlines,1.5319
2012-12-06,PRT,drifting_longlines,194.707
2012-12-06,RUS,set_longlines,72.725
2012-12-06,SHN,set_longlines,23.5108
2012-12-06,TWN,drifting_longlines,436.3042
2012-12-06,UKR,set_longlines,47.3796
2012-12-06,VUT,drifting_longlines,23.7021
2012-12-06,ZAF,set_longlines,34.7587
2012-12-07,ARG,set_longlines,47.9182
2012-12-07,AUS,drifting_longlines,22.934
2012-12-07,BLZ,drifting_longlines,25.1272
2012-12-07,CHL,set_longlines,236.8987
2012-12-07,CHN,drifting_longlines,584.8558
2012-12-07,ESP,drifting_longlines,1262.7814
2012-12-07,FJI,drifting_longlines,86.6288
2012-12-07,FRA,drifting_longlines,190.3881
2012-12-07,FRA,set_longlines,118.4136
2012-12-07,GBR,drifting_longlines,23.6
2012-12-07,GBR,set_longlines,46.7151
2012-12-07,JPN,drifting_longlines,1374.9955
2012-12-07,KIR,drifting_longlines,71.7859
2012-12-07,KOR,drifting_longlines,2161.4636
2012-12-07,KOR,set_longlines,165.2049
2012-12-07,MYS,drifting_longlines,85.8585
2012-12-07,NCL,drifting_longlines,33.9907
2012-12-07,NOR,set_longlines,23.837
2012-12-07,NZL,drifting_longlines,2.2969
2012-12-07,PRT,drifting_longlines,186.6118
2012-12-07,RUS,set_longlines,70.9612
2012-12-07,SHN,set_longlines,23.8485
2012-12-07,TWN,drifting_longlines,418.641
2012-12-07,UKR,set_longlines,48.8141
2012-12-07,VUT,drifting_longlines,23.8825
2012-12-07,ZAF,drifting_longlines,1.5818
2012-12-07,ZAF,set_longlines,60.3657
2012-12-08,ARG,set_longlines,45.863
2012-12-08,AUS,drifting_longlines,14.7899
2012-12-08,BLZ,drifting_longlines,23.6127
2012-12-08,CHL,set_longlines,234.9541
2012-12-08,CHN,drifting_longlines,556.667
2012-12-08,ESP,drifting_longlines,1262.7653
2012-12-08,FJI,drifting_longlines,64.7083
2012-12-08,FRA,drifting_longlines,168.218
2012-12-08,FRA,set_longlines,120.6539
2012-12-08,GBR,drifting_longlines,25.151
2012-12-08,GBR,set_longlines,52.7423
2012-12-08,JPN,drifting_longlines,1437.5568
2012-12-08,KIR,drifting_longlines,63.0747
2012-12-08,KOR,drifting_longlines,2272.1926
2012-12-08,KOR,set_longlines,164.9375
2012-12-08,MYS,drifting_longlines,100.7054
2012-12-08,NCL,drifting_longlines,23.6373
2012-12-08,NOR,set_longlines,23.3168
2012-12-08,PRT,drifting_longlines,190.6123
2012-12-08,REU,drifting_longlines,16.0304
2012-12-08,RUS,set_longlines,70.3051
2012-12-08,SHN,set_longlines,23.3113
2012-12-08,TWN,drifting_longlines,426.279
2012-12-08,UKR,set_longlines,46.7093
2012-12-08,VUT,drifting_longlines,25.4855
2012-12-08,ZAF,drifting_longlines,23.5132
2012-12-08,ZAF,set_longlines,49.1199
2012-12-09,ARG,set_longlines,47.3086
2012-12-09,AUS,drifting_longlines,33.9736
2012-12-09,BLZ,drifting_longlines,23.5743
2012-12-09,CHL,set_longlines,227.0242
2012-12-09,CHN,drifting_longlines,551.9256
2012-12-09,ESP,drifting_longlines,1274.8452
2012-12-09,FJI,drifting_longlines,64.0443
2012-12-09,FRA,drifting_longlines,154.6168
2012-12-09,FRA,set_longlines,121.7384
2012-12-09,GBR,drifting_longlines,23.5869
2012-12-09,GBR,set_longlines,47.624
2012-12-09,JPN,drifting_longlines,1339.3798
2012-12-09,KIR,drifting_longlines,47.5028
2012-12-09,KOR,drifting_longlines,2135.4881
2012-12-09,KOR,set_longlines,176.1227
2012-12-09,MYS,drifting_longlines,59.3284
2012-12-09,NCL,drifting_longlines,25.1803
2012-12-09,NOR,set_longlines,25.2328
2012-12-09,PRT,drifting_longlines,188.6604
2012-12-09,REU,drifting_longlines,23.8231
2012-12-09,RUS,set_longlines,51.8009
2012-12-09,SHN,set_longlines,25.2159
2012-12-09,TWN,drifting_longlines,363.9813
2012-12-09,UKR,set_longlines,44.0359
2012-12-09,VUT,drifting_longlines,23.8237
2012-12-09,ZAF,drifting_longlines,23.5751
2012-12-09,ZAF,set_longlines,47.5885
2012-12-10,ARG,set_longlines,46.7589
