Year,TimePeriodID,Lat,Lon,QuadID,Eff1Type,Effort
1977,6,37,11,2,NO.HOOKS,25200
1977,6,39,43,3,NO.HOOKS,189000
1977,6,40,0,2,NO.HOOKS,874921
1977,6,40,0,3,NO.HOOKS,537397
1977,6,40,5,2,NO.HOOKS,25347
1977,6,40,5,3,NO.HOOKS,59058
1977,6,40,10,2,NO.HOOKS,55355
1977,6,40,15,2,NO.HOOKS,14331
1977,6,40,40,3,NO.HOOKS,56078
1977,6,40,42,3,NO.HOOKS,26400
1977,6,40,45,3,NO.HOOKS,9058
1977,7,0,25,3,NO.HOOKS,50160
1977,7,0,35,3,NO.HOOKS,9030
1977,7,0,40,3,NO.HOOKS,2800
1977,7,5,0,2,NO.HOOKS,124564
1977,7,5,5,2,NO.HOOKS,53560
1977,7,5,10,3,NO.HOOKS,225076
1977,7,5,25,3,NO.HOOKS,10780
1977,7,5,30,3,NO.HOOKS,159957
1977,7,5,35,3,NO.HOOKS,28210
1977,7,7,12,3,NO.HOOKS,105000
1977,7,7,17,3,NO.HOOKS,48000
1977,7,10,0,2,NO.HOOKS,210836
1977,7,10,0,3,NO.HOOKS,240320
1977,7,10,5,2,NO.HOOKS,98326
1977,7,10,30,3,NO.HOOKS,3040
1977,7,10,35,3,NO.HOOKS,3040
1977,7,11,37,3,NO.HOOKS,17150
1977,7,15,0,2,NO.HOOKS,42000
1977,7,15,5,2,NO.HOOKS,61901
1977,7,15,35,3,NO.HOOKS,43240
1977,7,20,0,2,NO.HOOKS,12090
1977,7,20,5,2,NO.HOOKS,304270
1977,7,20,10,2,NO.HOOKS,99034
1977,7,20,35,3,NO.HOOKS,6400
1977,7,20,40,3,NO.HOOKS,6000
1977,7,23,10,2,NO.HOOKS,46200
1977,7,24,8,2,NO.HOOKS,11200
1977,7,24,9,2,NO.HOOKS,69300
1977,7,25,0,2,NO.HOOKS,745778
1977,7,25,0,3,NO.HOOKS,263584
1977,7,25,5,2,NO.HOOKS,1261082
1977,7,25,10,2,NO.HOOKS,315844
1977,7,25,25,3,NO.HOOKS,7502
1977,7,25,30,3,NO.HOOKS,16292
1977,7,25,35,3,NO.HOOKS,132720
1977,7,25,40,3,NO.HOOKS,159985
1977,7,25,45,3,NO.HOOKS,83110
1977,7,26,7,2,NO.HOOKS,63000
1977,7,26,8,2,NO.HOOKS,40000
1977,7,27,2,3,NO.HOOKS,52500
1977,7,27,5,2,NO.HOOKS,34650
1977,7,27,8,2,NO.HOOKS,69300
1977,7,27,11,2,NO.HOOKS,69300
1977,7,27,32,3,NO.HOOKS,302400
1977,7,27,38,3,NO.HOOKS,238280
1977,7,28,0,2,NO.HOOKS,37800
1977,7,28,1,3,NO.HOOKS,41760
1977,7,28,2,2,NO.HOOKS,145040
1977,7,28,6,2,NO.HOOKS,21000
1977,7,28,10,2,NO.HOOKS,30400
1977,7,28,30,3,NO.HOOKS,12250
1977,7,28,41,3,NO.HOOKS,288000
1977,7,29,1,2,NO.HOOKS,41650
1977,7,29,6,2,NO.HOOKS,44100
1977,7,30,0,2,NO.HOOKS,94388
1977,7,30,0,3,NO.HOOKS,9344
1977,7,30,5,2,NO.HOOKS,4202
1977,7,30,5,3,NO.HOOKS,152992
1977,7,30,10,2,NO.HOOKS,750942
1977,7,30,11,2,NO.HOOKS,176400
1977,7,30,35,3,NO.HOOKS,12968
1977,7,30,40,3,NO.HOOKS,202644
1977,7,30,45,3,NO.HOOKS,288208
1977,7,30,50,3,NO.HOOKS,80246
1977,7,32,8,3,NO.HOOKS,52500
1977,7,33,13,2,NO.HOOKS,83300
1977,7,35,5,2,NO.HOOKS,153502
1977,7,35,5,3,NO.HOOKS,9996
1977,7,35,7,2,NO.HOOKS,71610
1977,7,35,15,2,NO.HOOKS,14153
1977,7,35,40,3,NO.HOOKS,302742
1977,7,35,45,3,NO.HOOKS,303682
1977,7,35,47,3,NO.HOOKS,108240
1977,7,35,50,3,NO.HOOKS,194122
1977,7,36,40,3,NO.HOOKS,134400
1977,7,40,0,2,NO.HOOKS,98960
1977,7,40,0,3,NO.HOOKS,246366
1977,7,40,5,2,NO.HOOKS,11016
1977,7,40,5,3,NO.HOOKS,7956
1977,7,40,10,2,NO.HOOKS,5304
1977,8,0,30,3,NO.HOOKS,14160
1977,8,5,0,2,NO.HOOKS,73532
1977,8,5,0,3,NO.HOOKS,16080
1977,8,5,5,2,NO.HOOKS,64400
1977,8,5,5,3,NO.HOOKS,6420
1977,8,5,25,3,NO.HOOKS,22044
1977,8,5,30,3,NO.HOOKS,80040
1977,8,10,0,2,NO.HOOKS,407423
1977,8,10,0,3,NO.HOOKS,69722
1977,8,10,5,2,NO.HOOKS,44241
1977,8,10,15,3,NO.HOOKS,2354
1977,8,10,26,3,NO.HOOKS,238280
1977,8,10,30,3,NO.HOOKS,16156
1977,8,11,21,3,NO.HOOKS,312000
1977,8,15,0,2,NO.HOOKS,18311
1977,8,15,0,3,NO.HOOKS,2040
1977,8,15,10,3,NO.HOOKS,14124
1977,8,15,15,3,NO.HOOKS,2135
1977,8,15,25,3,NO.HOOKS,292600
1977,8,15,30,3,NO.HOOKS,56300
1977,8,15,35,3,NO.HOOKS,35132
1977,8,17,25,3,NO.HOOKS,136500
1977,8,20,0,2,NO.HOOKS,168058
1977,8,20,0,3,NO.HOOKS,149622
1977,8,20,5,2,NO.HOOKS,202810
1977,8,20,5,3,NO.HOOKS,145164
1977,8,20,6,2,NO.HOOKS,50000
1977,8,20,35,3,NO.HOOKS,52416
1977,8,20,40,3,NO.HOOKS,105550
1977,8,22,2,3,NO.HOOKS,36000
1977,8,23,5,3,NO.HOOKS,23100
1977,8,24,0,3,NO.HOOKS,42000
1977,8,25,0,2,NO.HOOKS,345246
1977,8,25,0,3,NO.HOOKS,63236
1977,8,25,5,2,NO.HOOKS,196138
1977,8,25,5,3,NO.HOOKS,134960
1977,8,25,10,2,NO.HOOKS,370410
1977,8,25,10,3,NO.HOOKS,263232
1977,8,25,15,3,NO.HOOKS,112538
1977,8,25,19,3,NO.HOOKS,52500
1977,8,25,20,3,NO.HOOKS,58520
1977,8,25,25,3,NO.HOOKS,71296
1977,8,25,35,3,NO.HOOKS,87265
1977,8,25,40,3,NO.HOOKS,75501
1977,8,25,45,3,NO.HOOKS,105635
1977,8,26,43,3,NO.HOOKS,24192
1977,8,27,10,2,NO.HOOKS,107100
1977,8,27,10,3,NO.HOOKS,60900
1977,8,28,1,2,NO.HOOKS,44100
1977,8,28,4,2,NO.HOOKS,21000
1977,8,28,10,2,NO.HOOKS,24500
1977,8,28,26,3,NO.HOOKS,9800
1977,8,28,38,3,NO.HOOKS,82500
1977,8,29,10,3,NO.HOOKS,9800
1977,8,29,26,3,NO.HOOKS,11760
1977,8,29,43,3,NO.HOOKS,38850
1977,8,30,0,2,NO.HOOKS,83708
1977,8,30,0,3,NO.HOOKS,444130
1977,8,30,1,3,NO.HOOKS,183680
1977,8,30,2,2,NO.HOOKS,34650
1977,8,30,5,3,NO.HOOKS,294984
1977,8,30,10,3,NO.HOOKS,148150
1977,8,30,15,3,NO.HOOKS,31588
1977,8,30,20,3,NO.HOOKS,4502
1977,8,30,25,3,NO.HOOKS,13504
1977,8,30,30,3,NO.HOOKS,5144
1977,8,30,35,3,NO.HOOKS,6637
1977,8,30,40,3,NO.HOOKS,471796
1977,8,30,45,3,NO.HOOKS,90935
1977,8,30,50,3,NO.HOOKS,59850
1977,8,32,40,3,NO.HOOKS,185920
1977,8,35,15,2,NO.HOOKS,13260
1977,8,35,35,3,NO.HOOKS,14662
1977,8,35,40,3,NO.HOOKS,104006
1977,8,35,45,3,NO.HOOKS,106760
1977,8,35,50,3,NO.HOOKS,4072
1977,8,40,0,3,NO.HOOKS,16677
1977,8,40,10,2,NO.HOOKS,1683
1977,8,40,40,3,NO.HOOKS,433814
1977,9,0,20,3,NO.HOOKS,28500
1977,9,0,25,3,NO.HOOKS,20200
1977,9,0,30,3,NO.HOOKS,46242
1977,9,0,35,3,NO.HOOKS,7238
1977,9,5,0,2,NO.HOOKS,334776
1977,9,5,0,3,NO.HOOKS,22959
1977,9,5,5,2,NO.HOOKS,184743
1977,9,5,10,3,NO.HOOKS,32900
1977,9,5,15,3,NO.HOOKS,9840
1977,9,5,20,3,NO.HOOKS,44574
1977,9,5,25,3,NO.HOOKS,127971
1977,9,5,30,3,NO.HOOKS,174482
1977,9,6,15,3,NO.HOOKS,80000
1977,9,8,14,3,NO.HOOKS,48000
1977,9,8,15,3,NO.HOOKS,91200
1977,9,8,28,3,NO.HOOKS,84000
1977,9,10,0,2,NO.HOOKS,313367
1977,9,10,0,3,NO.HOOKS,55213
1977,9,10,5,2,NO.HOOKS,618175
1977,9,10,10,2,NO.HOOKS,59040
1977,9,10,10,3,NO.HOOKS,13755
1977,9,10,20,3,NO.HOOKS,2324
1977,9,10,35,3,NO.HOOKS,53550
1977,9,12,25,3,NO.HOOKS,302400
1977,9,13,8,2,NO.HOOKS,283140
1977,9,15,0,2,NO.HOOKS,4529
1977,9,15,5,3,NO.HOOKS,104178
1977,9,15,15,3,NO.HOOKS,45658
1977,9,15,20,3,NO.HOOKS,4288
1977,9,15,25,3,NO.HOOKS,98414
1977,9,15,30,3,NO.HOOKS,20604
1977,9,15,35,3,NO.HOOKS,2940
1977,9,18,1,3,NO.HOOKS,40800
1977,9,20,0,2,NO.HOOKS,112538
1977,9,20,0,3,NO.HOOKS,107394
1977,9,20,5,2,NO.HOOKS,346018
1977,9,20,5,3,NO.HOOKS,25724
1977,9,20,10,2,NO.HOOKS,25690
1977,9,20,10,3,NO.HOOKS,28082
1977,9,20,15,3,NO.HOOKS,664182
1977,9,20,20,3,NO.HOOKS,211336
1977,9,20,25,3,NO.HOOKS,102892
1977,9,20,40,3,NO.HOOKS,22505
1977,9,21,27,3,NO.HOOKS,29400
1977,9,22,1,2,NO.HOOKS,52500
1977,9,24,7,2,NO.HOOKS,154280
1977,9,24,8,3,NO.HOOKS,22400
1977,9,24,15,3,NO.HOOKS,75110
1977,9,24,39,3,NO.HOOKS,51800
1977,9,25,5,2,NO.HOOKS,291893
1977,9,25,5,3,NO.HOOKS,94532
1977,9,25,7,2,NO.HOOKS,59500
1977,9,25,20,3,NO.HOOKS,42014
1977,9,25,30,3,NO.HOOKS,5450
1977,9,25,35,3,NO.HOOKS,149248
1977,9,25,45,3,NO.HOOKS,59550
1977,9,26,7,2,NO.HOOKS,75600
1977,9,26,39,3,NO.HOOKS,38850
1977,9,27,24,3,NO.HOOKS,19600
1977,9,27,30,3,NO.HOOKS,63250
1977,9,29,7,3,NO.HOOKS,44100
1977,9,29,39,3,NO.HOOKS,65520
1977,9,29,42,3,NO.HOOKS,84000
1977,9,30,0,3,NO.HOOKS,81028
1977,9,30,5,3,NO.HOOKS,13504
1977,9,30,10,3,NO.HOOKS,165614
1977,9,30,15,3,NO.HOOKS,118346
1977,9,30,20,3,NO.HOOKS,18006
1977,9,30,44,3,NO.HOOKS,84000
1977,9,30,50,3,NO.HOOKS,5025
1977,9,31,19,3,NO.HOOKS,31850
1977,9,35,15,2,NO.HOOKS,22952
1977,9,35,15,3,NO.HOOKS,14148
1977,9,35,40,3,NO.HOOKS,319286
1977,9,35,45,3,NO.HOOKS,60444
1977,9,38,40,3,NO.HOOKS,120000
1977,9,40,10,2,NO.HOOKS,1836
1977,9,45,40,3,NO.HOOKS,72024
1977,9,46,41,3,NO.HOOKS,67200
1977,10,0,0,2,NO.HOOKS,43605
1977,10,0,5,3,NO.HOOKS,40600
1977,10,0,10,3,NO.HOOKS,24000
1977,10,0,15,3,NO.HOOKS,33600
1977,10,0,20,3,NO.HOOKS,9400
1977,10,0,25,3,NO.HOOKS,3734
1977,10,0,30,3,NO.HOOKS,86440
1977,10,0,35,3,NO.HOOKS,53340
1977,10,0,40,3,NO.HOOKS,21000
1977,10,3,5,3,NO.HOOKS,84000
1977,10,4,6,3,NO.HOOKS,110080
1977,10,4,39,3,NO.HOOKS,71400
1977,10,5,0,2,NO.HOOKS,47460
1977,10,5,0,3,NO.HOOKS,124452
1977,10,5,2,3,NO.HOOKS,257600
1977,10,5,5,2,NO.HOOKS,34062
1977,10,5,5,3,NO.HOOKS,86528
1977,10,5,6,3,NO.HOOKS,24885
1977,10,5,10,3,NO.HOOKS,5712
1977,10,5,15,3,NO.HOOKS,9840
1977,10,5,25,3,NO.HOOKS,120035
1977,10,5,30,3,NO.HOOKS,156724
1977,10,6,1,2,NO.HOOKS,60000
1977,10,7,7,3,NO.HOOKS,53200
1977,10,8,27,3,NO.HOOKS,56000
1977,10,9,15,3,NO.HOOKS,44800
1977,10,10,0,2,NO.HOOKS,482976
1977,10,10,5,2,NO.HOOKS,513174
1977,10,10,5,3,NO.HOOKS,163912
1977,10,10,10,2,NO.HOOKS,2295
1977,10,10,10,3,NO.HOOKS,65348
1977,10,10,15,3,NO.HOOKS,50630
1977,10,10,20,3,NO.HOOKS,98296
1977,10,10,22,3,NO.HOOKS,142560
1977,10,10,25,3,NO.HOOKS,293936
1977,10,10,29,3,NO.HOOKS,56000
1977,10,10,30,3,NO.HOOKS,26900
1977,10,10,35,3,NO.HOOKS,20517
1977,10,13,28,3,NO.HOOKS,94080
1977,10,14,8,3,NO.HOOKS,49980
1977,10,15,0,2,NO.HOOKS,32607
1977,10,15,0,3,NO.HOOKS,257068
1977,10,15,5,2,NO.HOOKS,43896
1977,10,15,5,3,NO.HOOKS,192204
1977,10,15,10,3,NO.HOOKS,187309
1977,10,15,15,3,NO.HOOKS,654466
1977,10,15,16,3,NO.HOOKS,44100
1977,10,15,20,3,NO.HOOKS,460276
1977,10,15,25,3,NO.HOOKS,949366
1977,10,15,30,3,NO.HOOKS,200096
1977,10,15,35,3,NO.HOOKS,3040
1977,10,16,3,3,NO.HOOKS,63000
1977,10,16,9,3,NO.HOOKS,43200
1977,10,16,16,3,NO.HOOKS,195800
1977,10,16,27,3,NO.HOOKS,348600
1977,10,17,22,3,NO.HOOKS,224000
1977,10,18,30,3,NO.HOOKS,65100
1977,10,19,0,3,NO.HOOKS,44800
1977,10,19,27,3,NO.HOOKS,75110
1977,10,19,33,3,NO.HOOKS,99200
1977,10,20,0,3,NO.HOOKS,144912
1977,10,20,10,3,NO.HOOKS,496830
1977,10,20,20,3,NO.HOOKS,39216
1977,10,20,25,3,NO.HOOKS,31764
1977,10,20,30,3,NO.HOOKS,3922
1977,10,20,35,3,NO.HOOKS,27452
1977,10,20,40,3,NO.HOOKS,122150
1977,10,21,3,3,NO.HOOKS,75600
1977,10,21,20,3,NO.HOOKS,42000
1977,10,22,13,3,NO.HOOKS,31500
1977,10,25,0,3,NO.HOOKS,4108
1977,10,25,5,2,NO.HOOKS,2310
1977,10,25,10,2,NO.HOOKS,4600
1977,10,25,35,3,NO.HOOKS,8216
1977,10,25,40,3,NO.HOOKS,25874
1977,10,25,45,3,NO.HOOKS,15880
1977,10,30,15,2,NO.HOOKS,15874
1977,10,30,15,3,NO.HOOKS,40336
1977,10,30,31,3,NO.HOOKS,19600
1977,10,30,42,3,NO.HOOKS,126000
1977,10,30,50,3,NO.HOOKS,48580
1977,10,35,10,2,NO.HOOKS,2448
1977,10,35,10,3,NO.HOOKS,313724
1977,10,35,12,3,NO.HOOKS,168000
1977,10,35,15,2,NO.HOOKS,7405
1977,10,35,40,3,NO.HOOKS,48460
1977,10,35,45,3,NO.HOOKS,13446
1977,10,40,10,2,NO.HOOKS,16194
1977,10,40,40,3,NO.HOOKS,62745
1977,10,41,41,3,NO.HOOKS,67200
1977,11,0,0,3,NO.HOOKS,25985
1977,11,0,5,3,NO.HOOKS,8481
1977,11,0,20,3,NO.HOOKS,70152
1977,11,0,25,3,NO.HOOKS,36571
1977,11,0,30,3,NO.HOOKS,6400
1977,11,2,13,3,NO.HOOKS,136800
1977,11,3,3,3,NO.HOOKS,77000
1977,11,4,6,3,NO.HOOKS,142560
1977,11,5,0,3,NO.HOOKS,95655
1977,11,5,1,3,NO.HOOKS,144000
1977,11,5,10,2,NO.HOOKS,315498
1977,11,5,15,3,NO.HOOKS,104376
1977,11,5,17,3,NO.HOOKS,43200
1977,11,5,20,3,NO.HOOKS,32634
1977,11,5,21,3,NO.HOOKS,43200
1977,11,5,25,3,NO.HOOKS,176817
1977,11,5,28,3,NO.HOOKS,212160
1977,11,5,30,3,NO.HOOKS,32940
1977,11,8,9,3,NO.HOOKS,60200
1977,11,8,10,3,NO.HOOKS,39200
1977,11,10,0,2,NO.HOOKS,276869
1977,11,10,5,2,NO.HOOKS,331582
1977,11,10,5,3,NO.HOOKS,83660
1977,11,10,10,3,NO.HOOKS,186554
1977,11,10,15,3,NO.HOOKS,304992
1977,11,10,20,3,NO.HOOKS,290392
1977,11,10,25,3,NO.HOOKS,430997
1977,11,10,30,3,NO.HOOKS,708038
1977,11,10,35,3,NO.HOOKS,84040
1977,11,11,28,3,NO.HOOKS,112000
1977,11,12,13,3,NO.HOOKS,122500
1977,11,12,26,3,NO.HOOKS,99200
1977,11,12,29,3,NO.HOOKS,28000
1977,11,13,16,3,NO.HOOKS,57600
1977,11,13,32,3,NO.HOOKS,309600
1977,11,14,11,3,NO.HOOKS,42000
1977,11,14,17,3,NO.HOOKS,18900
1977,11,14,18,3,NO.HOOKS,18900
1977,11,15,0,2,NO.HOOKS,63913
1977,11,15,0,3,NO.HOOKS,3922
1977,11,15,5,2,NO.HOOKS,187094
1977,11,15,5,3,NO.HOOKS,86536
1977,11,15,7,3,NO.HOOKS,19040
1977,11,15,10,3,NO.HOOKS,61512
1977,11,15,13,3,NO.HOOKS,12000
1977,11,15,15,3,NO.HOOKS,606844
1977,11,15,20,3,NO.HOOKS,190788
1977,11,15,25,3,NO.HOOKS,129058
1977,11,15,30,3,NO.HOOKS,28798
1977,11,15,35,3,NO.HOOKS,34490
1977,11,17,11,3,NO.HOOKS,26880
1977,11,18,21,3,NO.HOOKS,33075
1977,11,20,5,2,NO.HOOKS,7844
1977,11,20,5,3,NO.HOOKS,4482
1977,11,20,10,2,NO.HOOKS,3922
1977,11,20,10,3,NO.HOOKS,4482
1977,11,20,20,3,NO.HOOKS,69842
1977,11,20,25,3,NO.HOOKS,35294
1977,11,20,30,3,NO.HOOKS,3530
1977,11,20,32,3,NO.HOOKS,69920
1977,11,20,35,3,NO.HOOKS,2150
1977,11,20,40,3,NO.HOOKS,53285
1977,11,25,0,2,NO.HOOKS,435294
1977,11,25,5,2,NO.HOOKS,55758
1977,11,25,10,2,NO.HOOKS,97106
1977,11,25,15,2,NO.HOOKS,57516
1977,11,25,40,3,NO.HOOKS,6000
1977,11,25,45,3,NO.HOOKS,56280
1977,11,26,12,2,NO.HOOKS,33000
1977,11,27,8,2,NO.HOOKS,25200
1977,11,29,3,2,NO.HOOKS,233100
1977,11,29,18,2,NO.HOOKS,30800
1977,11,30,15,3,NO.HOOKS,454900
1977,11,30,18,3,NO.HOOKS,210000
1977,11,30,45,3,NO.HOOKS,3375
1977,11,30,50,3,NO.HOOKS,7400
1977,11,35,5,2,NO.HOOKS,4743
1977,11,35,5,3,NO.HOOKS,2448
1977,11,35,15,2,NO.HOOKS,4080
1977,11,40,0,2,NO.HOOKS,6885
1977,12,0,0,3,NO.HOOKS,39441
1977,12,0,5,3,NO.HOOKS,4858
1977,12,0,10,3,NO.HOOKS,7096
1977,12,0,20,3,NO.HOOKS,2737
1977,12,0,25,3,NO.HOOKS,2737
1977,12,2,5,3,NO.HOOKS,60200
1977,12,5,0,2,NO.HOOKS,22876
1977,12,5,5,2,NO.HOOKS,193742
1977,12,5,5,3,NO.HOOKS,57912
1977,12,5,10,2,NO.HOOKS,38652
1977,12,5,10,3,NO.HOOKS,4108
1977,12,5,15,3,NO.HOOKS,37430
1977,12,5,20,3,NO.HOOKS,46973
1977,12,5,25,3,NO.HOOKS,139559
1977,12,5,30,3,NO.HOOKS,91504
1977,12,6,26,3,NO.HOOKS,141192
1977,12,6,32,3,NO.HOOKS,49000
1977,12,7,27,3,NO.HOOKS,116400
1977,12,8,15,3,NO.HOOKS,64000
1977,12,8,16,3,NO.HOOKS,184485
1977,12,8,24,3,NO.HOOKS,123200
1977,12,9,22,3,NO.HOOKS,89600
1977,12,10,0,2,NO.HOOKS,209778
1977,12,10,5,2,NO.HOOKS,189599
1977,12,10,10,3,NO.HOOKS,18674
1977,12,10,15,3,NO.HOOKS,447780
1977,12,10,20,3,NO.HOOKS,235620
1977,12,10,21,3,NO.HOOKS,99200
1977,12,10,25,3,NO.HOOKS,605418
1977,12,10,26,3,NO.HOOKS,153920
1977,12,10,30,3,NO.HOOKS,1049554
1977,12,11,32,3,NO.HOOKS,59840
1977,12,12,23,3,NO.HOOKS,168000
1977,12,12,30,3,NO.HOOKS,243600
1977,12,13,16,3,NO.HOOKS,18900
1977,12,13,27,3,NO.HOOKS,80640
1977,12,13,31,3,NO.HOOKS,60000
1977,12,14,18,3,NO.HOOKS,96432
1977,12,15,0,2,NO.HOOKS,301757
1977,12,15,5,2,NO.HOOKS,140581
1977,12,15,5,3,NO.HOOKS,364892
1977,12,15,10,3,NO.HOOKS,203716
1977,12,15,14,3,NO.HOOKS,63000
1977,12,15,15,3,NO.HOOKS,824700
1977,12,15,20,3,NO.HOOKS,14118
1977,12,15,25,3,NO.HOOKS,10084
1977,12,15,27,3,NO.HOOKS,129600
1977,12,15,30,3,NO.HOOKS,73052
1977,12,15,35,3,NO.HOOKS,101784
1977,12,17,10,3,NO.HOOKS,37800
1977,12,18,5,3,NO.HOOKS,193200
1977,12,18,17,3,NO.HOOKS,256060
1977,12,20,15,3,NO.HOOKS,313724
1977,12,20,35,3,NO.HOOKS,107345
1977,12,20,40,3,NO.HOOKS,75130
1977,12,21,16,3,NO.HOOKS,168000
1977,12,25,10,2,NO.HOOKS,153711
1977,12,25,10,3,NO.HOOKS,67226
1977,12,25,40,3,NO.HOOKS,14925
1977,12,25,45,3,NO.HOOKS,44600
1977,12,30,10,2,NO.HOOKS,115424
1977,12,30,15,2,NO.HOOKS,4108
1977,12,30,45,3,NO.HOOKS,2050
1977,12,31,12,2,NO.HOOKS,28210
1977,12,31,13,2,NO.HOOKS,33600
1977,12,35,0,3,NO.HOOKS,8216
1977,12,35,5,3,NO.HOOKS,6120
1977,12,35,15,2,NO.HOOKS,107058
1977,12,38,16,2,NO.HOOKS,57330
1977,12,40,0,2,NO.HOOKS,2040
1977,12,40,0,3,NO.HOOKS,4080
1977,12,40,5,2,NO.HOOKS,6120
1977,12,40,5,3,NO.HOOKS,4080
1977,12,40,10,2,NO.HOOKS,4080
1977,12,40,15,3,NO.HOOKS,6120
1978,1,0,0,3,NO.HOOKS,8211
1978,1,0,5,3,NO.HOOKS,19634
1978,1,0,10,3,NO.HOOKS,109856
1978,1,0,15,3,NO.HOOKS,34836
1978,1,0,20,3,NO.HOOKS,43720
1978,1,0,25,3,NO.HOOKS,13940
1978,1,0,30,3,NO.HOOKS,447286
1978,1,2,5,3,NO.HOOKS,84000
1978,1,2,11,3,NO.HOOKS,75250
1978,1,2,12,3,NO.HOOKS,162950
1978,1,3,22,3,NO.HOOKS,73500
1978,1,3,30,3,NO.HOOKS,196000
1978,1,4,23,3,NO.HOOKS,69000
1978,1,5,0,2,NO.HOOKS,223186
1978,1,5,5,2,NO.HOOKS,35712
1978,1,5,9,3,NO.HOOKS,86400
1978,1,5,10,3,NO.HOOKS,106624
1978,1,5,15,3,NO.HOOKS,182431
1978,1,5,20,3,NO.HOOKS,140507
1978,1,5,25,3,NO.HOOKS,129792
1978,1,6,1,2,NO.HOOKS,77760
1978,1,6,18,3,NO.HOOKS,86400
1978,1,8,20,3,NO.HOOKS,84000
1978,1,8,27,3,NO.HOOKS,80000
1978,1,9,27,3,NO.HOOKS,103600
1978,1,10,0,2,NO.HOOKS,18510
1978,1,10,0,3,NO.HOOKS,111540
1978,1,10,10,2,NO.HOOKS,100640
1978,1,10,15,3,NO.HOOKS,18720
1978,1,10,18,3,NO.HOOKS,144000
1978,1,10,20,3,NO.HOOKS,206980
1978,1,10,21,3,NO.HOOKS,141192
1978,1,10,25,3,NO.HOOKS,235649
1978,1,10,30,3,NO.HOOKS,1117501
1978,1,12,30,3,NO.HOOKS,105600
1978,1,13,14,2,NO.HOOKS,44100
1978,1,13,31,3,NO.HOOKS,60000
1978,1,14,30,3,NO.HOOKS,75110
1978,1,15,0,2,NO.HOOKS,27783
1978,1,15,5,2,NO.HOOKS,9744
1978,1,15,10,3,NO.HOOKS,42448
1978,1,15,15,3,NO.HOOKS,44958
1978,1,15,20,3,NO.HOOKS,9128
1978,1,15,30,3,NO.HOOKS,139507
1978,1,15,35,3,NO.HOOKS,2125
1978,1,18,21,3,NO.HOOKS,39900
1978,1,20,10,2,NO.HOOKS,180740
1978,1,20,35,3,NO.HOOKS,31684
1978,1,20,40,3,NO.HOOKS,92520
1978,1,22,5,3,NO.HOOKS,84000
1978,1,24,12,2,NO.HOOKS,42000
1978,1,25,5,2,NO.HOOKS,5040
1978,1,25,10,2,NO.HOOKS,663230
1978,1,25,10,3,NO.HOOKS,20996
1978,1,25,15,2,NO.HOOKS,100640
1978,1,25,25,3,NO.HOOKS,67092
1978,1,25,30,3,NO.HOOKS,33546
1978,1,25,35,3,NO.HOOKS,41534
1978,1,25,40,3,NO.HOOKS,174550
1978,1,25,45,3,NO.HOOKS,24900
1978,1,26,12,2,NO.HOOKS,136400
1978,1,27,10,2,NO.HOOKS,63000
1978,1,28,15,2,NO.HOOKS,44100
1978,1,30,10,2,NO.HOOKS,336612
1978,1,30,10,3,NO.HOOKS,5248
1978,1,30,15,2,NO.HOOKS,430192
1978,1,30,15,3,NO.HOOKS,157920
1978,1,30,50,3,NO.HOOKS,8500
1978,1,33,17,3,NO.HOOKS,18900
1978,1,34,11,2,NO.HOOKS,21700
1978,1,34,16,2,NO.HOOKS,18900
1978,1,35,0,2,NO.HOOKS,5022
1978,1,35,5,2,NO.HOOKS,141944
1978,1,35,5,3,NO.HOOKS,388180
1978,1,35,10,2,NO.HOOKS,569476
1978,1,35,15,2,NO.HOOKS,38321
1978,1,35,30,3,NO.HOOKS,332270
1978,1,36,8,2,NO.HOOKS,27300
1978,1,38,7,3,NO.HOOKS,170100
1978,1,38,30,3,NO.HOOKS,145600
1978,1,40,0,2,NO.HOOKS,53450
1978,1,40,0,3,NO.HOOKS,7534
1978,1,40,5,2,NO.HOOKS,26880
1978,1,40,10,2,NO.HOOKS,471765
1978,1,40,15,2,NO.HOOKS,159123
1978,2,0,0,3,NO.HOOKS,48043
1978,2,0,5,3,NO.HOOKS,80452
1978,2,0,10,2,NO.HOOKS,417160
1978,2,0,10,3,NO.HOOKS,98989
1978,2,0,15,3,NO.HOOKS,65942
1978,2,0,20,3,NO.HOOKS,21878
1978,2,0,25,3,NO.HOOKS,76172
1978,2,0,27,3,NO.HOOKS,96000
1978,2,0,30,3,NO.HOOKS,102171
1978,2,0,35,3,NO.HOOKS,41112
1978,2,1,9,3,NO.HOOKS,37310
1978,2,1,12,3,NO.HOOKS,80000
1978,2,2,14,3,NO.HOOKS,79800
1978,2,2,26,3,NO.HOOKS,67200
1978,2,3,5,3,NO.HOOKS,64225
1978,2,4,4,3,NO.HOOKS,157290
1978,2,5,0,2,NO.HOOKS,203554
1978,2,5,0,3,NO.HOOKS,78457
1978,2,5,5,3,NO.HOOKS,88100
1978,2,5,15,3,NO.HOOKS,176139
1978,2,5,20,3,NO.HOOKS,18543
1978,2,5,27,3,NO.HOOKS,20000
1978,2,5,30,3,NO.HOOKS,2250
1978,2,6,21,3,NO.HOOKS,67250
1978,2,7,15,3,NO.HOOKS,60200
1978,2,7,24,3,NO.HOOKS,90300
1978,2,10,5,2,NO.HOOKS,2668
1978,2,10,5,3,NO.HOOKS,73972
